Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Rat	dS with Rat
ENSMUSG00000077273	ENSMUSG00000077273.1	ENSMUST00000104085	ENSMUST00000104085.1		
ENSMUSG00000065528	ENSMUSG00000065528.1	ENSMUST00000083594	ENSMUST00000083594.1		
ENSMUSG00000064389	ENSMUSG00000064389.1	ENSMUST00000082455	ENSMUST00000082455.1		
ENSMUSG00000088570	ENSMUSG00000088570.1	ENSMUST00000157945	ENSMUST00000157945.1		
ENSMUSG00000089486	ENSMUSG00000089486.1	ENSMUST00000158861	ENSMUST00000158861.1		
ENSMUSG00000077415	ENSMUSG00000077415.1	ENSMUST00000104227	ENSMUST00000104227.1		
ENSMUSG00000065394	ENSMUSG00000065394.1	ENSMUST00000083460	ENSMUST00000083460.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000065265	ENSMUSG00000065265.1	ENSMUST00000083331	ENSMUST00000083331.1		
ENSMUSG00000098325	ENSMUSG00000098325.1	ENSMUST00000184632	ENSMUST00000184632.1		
ENSMUSG00000092880	ENSMUSG00000092880.1	ENSMUST00000175139	ENSMUST00000175139.1		
ENSMUSG00000094455	ENSMUSG00000094455.1	ENSMUST00000180122	ENSMUST00000180122.1		
ENSMUSG00000078604	ENSMUSG00000078604.1	ENSMUST00000106703	ENSMUST00000106703.1		
ENSMUSG00000088554	ENSMUSG00000088554.1	ENSMUST00000157929	ENSMUST00000157929.1		
ENSMUSG00000080391	ENSMUSG00000080391.1	ENSMUST00000116741	ENSMUST00000116741.1		
ENSMUSG00000092948	ENSMUSG00000092948.1	ENSMUST00000175207	ENSMUST00000175207.1		
ENSMUSG00000098567	ENSMUSG00000098567.1	ENSMUST00000183417	ENSMUST00000183417.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000094060	ENSMUSG00000094060.1	ENSMUST00000178914	ENSMUST00000178914.1		
ENSMUSG00000076145	ENSMUSG00000076145.1	ENSMUST00000102191	ENSMUST00000102191.1		
ENSMUSG00000098574	ENSMUSG00000098574.1	ENSMUST00000184414	ENSMUST00000184414.1		
ENSMUSG00000088941	ENSMUSG00000088941.1	ENSMUST00000158316	ENSMUST00000158316.1		
ENSMUSG00000094866	ENSMUSG00000094866.1	ENSMUST00000180343	ENSMUST00000180343.1		
ENSMUSG00000095749	ENSMUSG00000095749.1	ENSMUST00000178066	ENSMUST00000178066.1		
ENSMUSG00000092795	ENSMUSG00000092795.2	ENSMUST00000175054	ENSMUST00000175054.2		
ENSMUSG00000095731	ENSMUSG00000095731.1	ENSMUST00000178972	ENSMUST00000178972.1		
ENSMUSG00000084702	ENSMUSG00000084702.1	ENSMUST00000122753	ENSMUST00000122753.1		
ENSMUSG00000095742	ENSMUSG00000095742.1	ENSMUST00000179436	ENSMUST00000179436.1		
ENSMUSG00000088389	ENSMUSG00000088389.1	ENSMUST00000157764	ENSMUST00000157764.1		
ENSMUSG00000095942	ENSMUSG00000095942.1	ENSMUST00000178574	ENSMUST00000178574.1		
ENSMUSG00000094807	ENSMUSG00000094807.2	ENSMUST00000178492	ENSMUST00000178492.2		
ENSMUSG00000106471	ENSMUSG00000106471.1	ENSMUST00000199351	ENSMUST00000199351.1		
ENSMUSG00000088244	ENSMUSG00000088244.1	ENSMUST00000157619	ENSMUST00000157619.1		
ENSMUSG00000065524	ENSMUSG00000065524.1	ENSMUST00000083590	ENSMUST00000083590.1		
ENSMUSG00000088004	ENSMUSG00000088004.1	ENSMUST00000157379	ENSMUST00000157379.1		
ENSMUSG00000106431	ENSMUSG00000106431.1	ENSMUST00000197012	ENSMUST00000197012.1		
ENSMUSG00000093355	ENSMUSG00000093355.1	ENSMUST00000175614	ENSMUST00000175614.1		
ENSMUSG00000105546	ENSMUSG00000105546.1	ENSMUST00000198665	ENSMUST00000198665.1		
ENSMUSG00000087739	ENSMUSG00000087739.1	ENSMUST00000157114	ENSMUST00000157114.1		
ENSMUSG00000077578	ENSMUSG00000077578.1	ENSMUST00000104390	ENSMUST00000104390.1		
ENSMUSG00000075006	ENSMUSG00000075006.2	ENSMUST00000099666	ENSMUST00000099666.2	0.337	0.4289
ENSMUSG00000064464	ENSMUSG00000064464.1	ENSMUST00000082530	ENSMUST00000082530.1		
ENSMUSG00000077197	ENSMUSG00000077197.1	ENSMUST00000104009	ENSMUST00000104009.1		
ENSMUSG00000089040	ENSMUSG00000089040.1	ENSMUST00000158415	ENSMUST00000158415.1		
ENSMUSG00000098558	ENSMUSG00000098558.1	ENSMUST00000183983	ENSMUST00000183983.1		
ENSMUSG00000105372	ENSMUSG00000105372.1	ENSMUST00000199328	ENSMUST00000199328.1		
ENSMUSG00000088996	ENSMUSG00000088996.2	ENSMUST00000158371	ENSMUST00000158371.2		
ENSMUSG00000088996	ENSMUSG00000088996.2	ENSMUST00000158371	ENSMUST00000158371.2		
ENSMUSG00000088996	ENSMUSG00000088996.2	ENSMUST00000158371	ENSMUST00000158371.2		
ENSMUSG00000088996	ENSMUSG00000088996.2	ENSMUST00000158371	ENSMUST00000158371.2		
ENSMUSG00000088996	ENSMUSG00000088996.2	ENSMUST00000158371	ENSMUST00000158371.2		
ENSMUSG00000077143	ENSMUSG00000077143.1	ENSMUST00000103955	ENSMUST00000103955.1		
ENSMUSG00000088670	ENSMUSG00000088670.1	ENSMUST00000158045	ENSMUST00000158045.1		
ENSMUSG00000095980	ENSMUSG00000095980.1	ENSMUST00000158775	ENSMUST00000158775.2		
ENSMUSG00000068181	ENSMUSG00000068181.1	ENSMUST00000089304	ENSMUST00000089304.1		
ENSMUSG00000077756	ENSMUSG00000077756.1	ENSMUST00000104568	ENSMUST00000104568.1		
ENSMUSG00000084714	ENSMUSG00000084714.1	ENSMUST00000122765	ENSMUST00000122765.1		
ENSMUSG00000065202	ENSMUSG00000065202.1	ENSMUST00000083268	ENSMUST00000083268.1		
ENSMUSG00000070105	ENSMUSG00000070105.3	ENSMUST00000093597	ENSMUST00000093597.3		
ENSMUSG00000088840	ENSMUSG00000088840.1	ENSMUST00000158215	ENSMUST00000158215.1		
ENSMUSG00000088840	ENSMUSG00000088840.1	ENSMUST00000158215	ENSMUST00000158215.1		
ENSMUSG00000106468	ENSMUSG00000106468.1	ENSMUST00000195971	ENSMUST00000195971.1		
ENSMUSG00000105365	ENSMUSG00000105365.1	ENSMUST00000197745	ENSMUST00000197745.1		
ENSMUSG00000099193	ENSMUSG00000099193.1	ENSMUST00000183660	ENSMUST00000183660.1		
ENSMUSG00000090592	ENSMUSG00000090592.2	ENSMUST00000167906	ENSMUST00000167906.2		
ENSMUSG00000088961	ENSMUSG00000088961.1	ENSMUST00000158336	ENSMUST00000158336.1		
ENSMUSG00000093089	ENSMUSG00000093089.1	ENSMUST00000175348	ENSMUST00000175348.1		
ENSMUSG00000064443	ENSMUSG00000064443.1	ENSMUST00000082509	ENSMUST00000082509.1		
ENSMUSG00000084584	ENSMUSG00000084584.1	ENSMUST00000122635	ENSMUST00000122635.1		
ENSMUSG00000095924	ENSMUSG00000095924.1	ENSMUST00000179786	ENSMUST00000179786.1		
ENSMUSG00000088942	ENSMUSG00000088942.1	ENSMUST00000158317	ENSMUST00000158317.1		
ENSMUSG00000098341	ENSMUSG00000098341.1	ENSMUST00000183653	ENSMUST00000183653.1		
ENSMUSG00000076392	ENSMUSG00000076392.1	ENSMUST00000102437	ENSMUST00000102437.1		
ENSMUSG00000096492	ENSMUSG00000096492.1	ENSMUST00000179923	ENSMUST00000179923.1		
ENSMUSG00000093413	ENSMUSG00000093413.1	ENSMUST00000177461	ENSMUST00000177461.1		
ENSMUSG00000065645	ENSMUSG00000065645.1	ENSMUST00000083711	ENSMUST00000083711.1		
ENSMUSG00000094507	ENSMUSG00000094507.1	ENSMUST00000179880	ENSMUST00000179880.1		
ENSMUSG00000065739	ENSMUSG00000065739.1	ENSMUST00000083805	ENSMUST00000083805.1		
ENSMUSG00000098965	ENSMUSG00000098965.1	ENSMUST00000183613	ENSMUST00000183613.1		
ENSMUSG00000089127	ENSMUSG00000089127.1	ENSMUST00000158502	ENSMUST00000158502.1		
ENSMUSG00000096851	ENSMUSG00000096851.1	ENSMUST00000180118	ENSMUST00000180118.1		
ENSMUSG00000095382	ENSMUSG00000095382.1	ENSMUST00000179978	ENSMUST00000179978.1		
ENSMUSG00000088715	ENSMUSG00000088715.1	ENSMUST00000158090	ENSMUST00000158090.1		
ENSMUSG00000098664	ENSMUSG00000098664.1	ENSMUST00000185096	ENSMUST00000185096.1		
ENSMUSG00000088566	ENSMUSG00000088566.1	ENSMUST00000157941	ENSMUST00000157941.1		
ENSMUSG00000065091	ENSMUSG00000065091.1	ENSMUST00000083157	ENSMUST00000083157.1		
ENSMUSG00000093335	ENSMUSG00000093335.1	ENSMUST00000175594	ENSMUST00000175594.1		
ENSMUSG00000087792	ENSMUSG00000087792.1	ENSMUST00000157167	ENSMUST00000157167.1		
ENSMUSG00000092835	ENSMUSG00000092835.1	ENSMUST00000175094	ENSMUST00000175094.1		
ENSMUSG00000098252	ENSMUSG00000098252.1	ENSMUST00000185079	ENSMUST00000185079.1		
ENSMUSG00000084587	ENSMUSG00000084587.1	ENSMUST00000122638	ENSMUST00000122638.1		
ENSMUSG00000077737	ENSMUSG00000077737.1	ENSMUST00000104549	ENSMUST00000104549.1		
ENSMUSG00000098891	ENSMUSG00000098891.1	ENSMUST00000184742	ENSMUST00000184742.1		
ENSMUSG00000093529	ENSMUSG00000093529.1	ENSMUST00000176951	ENSMUST00000176951.1		
ENSMUSG00000064857	ENSMUSG00000064857.1	ENSMUST00000082923	ENSMUST00000082923.1		
ENSMUSG00000076039	ENSMUSG00000076039.1	ENSMUST00000102085	ENSMUST00000102085.1		
ENSMUSG00000096191	ENSMUSG00000096191.1	ENSMUST00000101993	ENSMUST00000101993.2		
ENSMUSG00000096191	ENSMUSG00000096191.1	ENSMUST00000101993	ENSMUST00000101993.2		
ENSMUSG00000096191	ENSMUSG00000096191.1	ENSMUST00000101993	ENSMUST00000101993.2		
ENSMUSG00000096191	ENSMUSG00000096191.1	ENSMUST00000101993	ENSMUST00000101993.2		
ENSMUSG00000089290	ENSMUSG00000089290.1	ENSMUST00000158665	ENSMUST00000158665.1		
ENSMUSG00000088203	ENSMUSG00000088203.1	ENSMUST00000157578	ENSMUST00000157578.1		
ENSMUSG00000098268	ENSMUSG00000098268.1	ENSMUST00000183692	ENSMUST00000183692.1		
ENSMUSG00000094357	ENSMUSG00000094357.1	ENSMUST00000179099	ENSMUST00000179099.1		
ENSMUSG00000098473	ENSMUSG00000098473.1	ENSMUST00000184374	ENSMUST00000184374.1		
ENSMUSG00000099184	ENSMUSG00000099184.1	ENSMUST00000184194	ENSMUST00000184194.1		
ENSMUSG00000098714	ENSMUSG00000098714.1	ENSMUST00000183950	ENSMUST00000183950.1		
ENSMUSG00000092715	ENSMUSG00000092715.1	ENSMUST00000174974	ENSMUST00000174974.1		
ENSMUSG00000077698	ENSMUSG00000077698.1	ENSMUST00000104510	ENSMUST00000104510.1		
ENSMUSG00000080516	ENSMUSG00000080516.1	ENSMUST00000116866	ENSMUST00000116866.1		
ENSMUSG00000088643	ENSMUSG00000088643.1	ENSMUST00000158018	ENSMUST00000158018.1		
ENSMUSG00000065544	ENSMUSG00000065544.1	ENSMUST00000083610	ENSMUST00000083610.1		
ENSMUSG00000064419	ENSMUSG00000064419.1	ENSMUST00000082485	ENSMUST00000082485.1		
ENSMUSG00000087813	ENSMUSG00000087813.1	ENSMUST00000157188	ENSMUST00000157188.1		
ENSMUSG00000087911	ENSMUSG00000087911.1	ENSMUST00000157286	ENSMUST00000157286.1		
ENSMUSG00000087911	ENSMUSG00000087911.1	ENSMUST00000157286	ENSMUST00000157286.1		
ENSMUSG00000088878	ENSMUSG00000088878.1	ENSMUST00000158253	ENSMUST00000158253.1		
ENSMUSG00000098871	ENSMUSG00000098871.1	ENSMUST00000183426	ENSMUST00000183426.1		
ENSMUSG00000084476	ENSMUSG00000084476.1	ENSMUST00000122527	ENSMUST00000122527.1		
ENSMUSG00000089464	ENSMUSG00000089464.1	ENSMUST00000158839	ENSMUST00000158839.1		
ENSMUSG00000064909	ENSMUSG00000064909.1	ENSMUST00000082975	ENSMUST00000082975.1		
ENSMUSG00000105220	ENSMUSG00000105220.1	ENSMUST00000200557	ENSMUST00000200557.1		
ENSMUSG00000084560	ENSMUSG00000084560.1	ENSMUST00000122611	ENSMUST00000122611.1		
ENSMUSG00000077710	ENSMUSG00000077710.1	ENSMUST00000104522	ENSMUST00000104522.1		
ENSMUSG00000076229	ENSMUSG00000076229.1	ENSMUST00000102274	ENSMUST00000102274.1		
ENSMUSG00000064380	ENSMUSG00000064380.1	ENSMUST00000082446	ENSMUST00000082446.1		
ENSMUSG00000088254	ENSMUSG00000088254.1	ENSMUST00000157629	ENSMUST00000157629.1		
ENSMUSG00000077567	ENSMUSG00000077567.1	ENSMUST00000104379	ENSMUST00000104379.1		
ENSMUSG00000099308	ENSMUSG00000099308.1	ENSMUST00000183385	ENSMUST00000183385.1		
ENSMUSG00000098805	ENSMUSG00000098805.1	ENSMUST00000184070	ENSMUST00000184070.1		
ENSMUSG00000098842	ENSMUSG00000098842.1	ENSMUST00000185101	ENSMUST00000185101.1		
ENSMUSG00000088683	ENSMUSG00000088683.1	ENSMUST00000158058	ENSMUST00000158058.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000065714	ENSMUSG00000065714.1	ENSMUST00000083780	ENSMUST00000083780.1		
ENSMUSG00000095894	ENSMUSG00000095894.1	ENSMUST00000116737	ENSMUST00000116737.2		
ENSMUSG00000096263	ENSMUSG00000096263.1	ENSMUST00000101927	ENSMUST00000101927.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000094831	ENSMUSG00000094831.1	ENSMUST00000179052	ENSMUST00000179052.1		
ENSMUSG00000105884	ENSMUSG00000105884.1	ENSMUST00000197029	ENSMUST00000197029.1		
ENSMUSG00000089480	ENSMUSG00000089480.1	ENSMUST00000158855	ENSMUST00000158855.1		
ENSMUSG00000089338	ENSMUSG00000089338.1	ENSMUST00000158713	ENSMUST00000158713.1		
ENSMUSG00000089183	ENSMUSG00000089183.1	ENSMUST00000158558	ENSMUST00000158558.1		
ENSMUSG00000089316	ENSMUSG00000089316.1	ENSMUST00000158691	ENSMUST00000158691.1		
ENSMUSG00000064805	ENSMUSG00000064805.1	ENSMUST00000082871	ENSMUST00000082871.1		
ENSMUSG00000064867	ENSMUSG00000064867.1	ENSMUST00000082933	ENSMUST00000082933.1		
ENSMUSG00000087801	ENSMUSG00000087801.1	ENSMUST00000157176	ENSMUST00000157176.1		
ENSMUSG00000088054	ENSMUSG00000088054.1	ENSMUST00000157429	ENSMUST00000157429.1		
ENSMUSG00000077601	ENSMUSG00000077601.1	ENSMUST00000104413	ENSMUST00000104413.1		
ENSMUSG00000088047	ENSMUSG00000088047.1	ENSMUST00000157422	ENSMUST00000157422.1		
ENSMUSG00000088510	ENSMUSG00000088510.1	ENSMUST00000157885	ENSMUST00000157885.1		
ENSMUSG00000065553	ENSMUSG00000065553.1	ENSMUST00000083619	ENSMUST00000083619.1		
ENSMUSG00000094768	ENSMUSG00000094768.1	ENSMUST00000101821	ENSMUST00000101821.1		
ENSMUSG00000094032	ENSMUSG00000094032.1	ENSMUST00000180315	ENSMUST00000180315.1		
ENSMUSG00000077470	ENSMUSG00000077470.1	ENSMUST00000104282	ENSMUST00000104282.1		
ENSMUSG00000065432	ENSMUSG00000065432.1	ENSMUST00000083498	ENSMUST00000083498.1		
ENSMUSG00000092961	ENSMUSG00000092961.1	ENSMUST00000175220	ENSMUST00000175220.1		
ENSMUSG00000088601	ENSMUSG00000088601.1	ENSMUST00000157976	ENSMUST00000157976.1		
ENSMUSG00000077581	ENSMUSG00000077581.1	ENSMUST00000104393	ENSMUST00000104393.1		
ENSMUSG00000077582	ENSMUSG00000077582.1	ENSMUST00000104394	ENSMUST00000104394.1		
ENSMUSG00000076951	ENSMUSG00000076951.1	ENSMUST00000103763	ENSMUST00000103763.1		
ENSMUSG00000093902	ENSMUSG00000093902.1	ENSMUST00000179184	ENSMUST00000179184.1		
ENSMUSG00000065451	ENSMUSG00000065451.1	ENSMUST00000083517	ENSMUST00000083517.1		
ENSMUSG00000065451	ENSMUSG00000065451.1	ENSMUST00000083517	ENSMUST00000083517.1		
ENSMUSG00000092867	ENSMUSG00000092867.1	ENSMUST00000175126	ENSMUST00000175126.1		
ENSMUSG00000076218	ENSMUSG00000076218.1	ENSMUST00000102263	ENSMUST00000102263.1		
ENSMUSG00000098960	ENSMUSG00000098960.1	ENSMUST00000183776	ENSMUST00000183776.1		
ENSMUSG00000104656	ENSMUSG00000104656.1	ENSMUST00000197203	ENSMUST00000197203.1		
ENSMUSG00000094604	ENSMUSG00000094604.1	ENSMUST00000178030	ENSMUST00000178030.1		
ENSMUSG00000077285	ENSMUSG00000077285.1	ENSMUST00000104097	ENSMUST00000104097.1		
ENSMUSG00000080662	ENSMUSG00000080662.1	ENSMUST00000117012	ENSMUST00000117012.1		
ENSMUSG00000101392	ENSMUSG00000101392.1	ENSMUST00000188029	ENSMUST00000188029.1		
ENSMUSG00000099059	ENSMUSG00000099059.1	ENSMUST00000183523	ENSMUST00000183523.1		
ENSMUSG00000088575	ENSMUSG00000088575.1	ENSMUST00000157950	ENSMUST00000157950.1		
ENSMUSG00000087816	ENSMUSG00000087816.1	ENSMUST00000157191	ENSMUST00000157191.1		
ENSMUSG00000093824	ENSMUSG00000093824.1	ENSMUST00000178431	ENSMUST00000178431.1		
ENSMUSG00000096633	ENSMUSG00000096633.1	ENSMUST00000097247	ENSMUST00000097247.1		
ENSMUSG00000094605	ENSMUSG00000094605.1	ENSMUST00000180317	ENSMUST00000180317.1		
ENSMUSG00000098694	ENSMUSG00000098694.1	ENSMUST00000184558	ENSMUST00000184558.1		
ENSMUSG00000089244	ENSMUSG00000089244.1	ENSMUST00000158619	ENSMUST00000158619.1		
ENSMUSG00000088562	ENSMUSG00000088562.2	ENSMUST00000157937	ENSMUST00000157937.2		
ENSMUSG00000065368	ENSMUSG00000065368.2	ENSMUST00000083434	ENSMUST00000083434.2		
ENSMUSG00000104836	ENSMUSG00000104836.1	ENSMUST00000198952	ENSMUST00000198952.1		
ENSMUSG00000095070	ENSMUSG00000095070.1	ENSMUST00000180104	ENSMUST00000180104.1		
ENSMUSG00000089226	ENSMUSG00000089226.1	ENSMUST00000158601	ENSMUST00000158601.1		
ENSMUSG00000095221	ENSMUSG00000095221.1	ENSMUST00000179812	ENSMUST00000179812.1		
ENSMUSG00000105433	ENSMUSG00000105433.1	ENSMUST00000198508	ENSMUST00000198508.1		
ENSMUSG00000095132	ENSMUSG00000095132.1	ENSMUST00000178023	ENSMUST00000178023.1		
ENSMUSG00000093246	ENSMUSG00000093246.1	ENSMUST00000175505	ENSMUST00000175505.1		
ENSMUSG00000099097	ENSMUSG00000099097.1	ENSMUST00000183570	ENSMUST00000183570.1		
ENSMUSG00000089342	ENSMUSG00000089342.1	ENSMUST00000158717	ENSMUST00000158717.1		
ENSMUSG00000094631	ENSMUSG00000094631.1	ENSMUST00000177753	ENSMUST00000177753.1		
ENSMUSG00000095898	ENSMUSG00000095898.1	ENSMUST00000104007	ENSMUST00000104007.1		
ENSMUSG00000099052	ENSMUSG00000099052.1	ENSMUST00000183405	ENSMUST00000183405.1		
ENSMUSG00000093875	ENSMUSG00000093875.1	ENSMUST00000082612	ENSMUST00000082612.1		
ENSMUSG00000098828	ENSMUSG00000098828.1	ENSMUST00000184853	ENSMUST00000184853.1		
ENSMUSG00000080434	ENSMUSG00000080434.1	ENSMUST00000116784	ENSMUST00000116784.1		
ENSMUSG00000089291	ENSMUSG00000089291.1	ENSMUST00000158666	ENSMUST00000158666.1		
ENSMUSG00000089291	ENSMUSG00000089291.1	ENSMUST00000158666	ENSMUST00000158666.1		
ENSMUSG00000065147	ENSMUSG00000065147.1	ENSMUST00000083213	ENSMUST00000083213.1		
ENSMUSG00000087776	ENSMUSG00000087776.1	ENSMUST00000157151	ENSMUST00000157151.1		
ENSMUSG00000088634	ENSMUSG00000088634.1	ENSMUST00000158009	ENSMUST00000158009.1		
